0	Aventis, based in Strasbourg, France, is one of a handful of companies that still make the flu vaccine. Aventis, based in Strasbourg, France, is one of the leading producers of the vaccine and one of a handful of companies that still make it.
1	The Labor Day race for Fontana has gained momentum since the series visited the Speedway for the Auto Club California 500 last April. The push to schedule a Labor Day race at California Speedway has gained momentum since the series visited the race track for the Auto Club California 500 in April.
1	To date, 152 communities and the legislatures of Alaska, Hawaii and Vermont have approved resolutions condemning the act. About 150 local governments, including those of Carrboro, Alaska, Hawaii and Vermont, have approved similar resolutions.
1	The warning was the most serious the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year. It would be most serious warning since the 15-nation bloc has sent Iran since they began negotiating a trade and cooperation agreement late last year.
1	"London-based NCRI official Ali Safavi told Reuters: ""We condemn this raid, which is in our view illegal and morally and politically unjustifiable."" We condemn this raid which is in our view illegal and morally and politically unjustifiable, London-based NCRI official Ali Safavi told Reuters by telephone."
1	That comment undercut his remarks in an interview on Tuesday that the ECB had not exhausted its ammunition for rate cuts. His comments diluted remarks reported in an interview on Tuesday saying the ECB had not exhausted its ammunition for rate cuts.
0	The committee was appointed by Defense Secretary Donald Rumsfeld under orders from Congress. The public hearing is the second for the panel created by Defense Secretary Donald Rumsfeld under pressure from Congress.
1	In two weeks, he'll probably send out Peace Rules in the Preakness. Frankel said Peace Rules will run in the Preakness Stakes on May 17.
1	On Friday, the U.S. Department of Labour reported that the U.S. economy shed another 48,000 jobs in April, while the jobless rate jumped to 6 per cent. Those numbers showed the U.S. economy shed another 48,000 jobs in April, while the jobless rate jumped to 6 per cent.
1	At a press conference Thursday, the group claimed it had obtained 1.1 million signatures on petitions opposing the recall, although the petitions have no legal effect. Opponents said they had 1.1 million signatures on petitions opposing the recall, though those petitions would have no legal effect.
0	The American Stock Exchange biotech index .BTK surged 5 percent. The Philadelphia Stock Exchange's semiconductor index .SOXX jumped 6.10 percent.
0	The blue-chip Dow Jones industrial average .DJI climbed 164 points, or 1.91 percent, to 8,765.38, brushing its highest levels since mid-January. The blue-chip Dow Jones industrial average .DJI tacked on 97 points, or 1.14 percent, to 8,699.
0	The study also found that consumer goods advertisers continued to spend the most dollars online, representing 35% of all Web advertising. In the second quarter, consumer advertisers continued to spend the most online, slightly increasing their share.
0	The broader Standard & Poor's 500 Index rose 3.42 points, or 0.34 percent, to 1,007.84. The technology-laced Nasdaq Composite Index .IXIC was down 1.55 points, or 0.09 percent, at 1,744.91.
1	"A fifth member of the ""Lackawanna Six,"" young Yemeni-American men accused of training at an al-Qaida terrorist camp, pleaded guilty Monday to supporting terrorism. A fifth member of an alleged terrorist sleeper cell in a Buffalo suburb pleaded guilty Monday to supporting terrorism."
0	Another big gainer was Rambus Inc. (nasdaq: RMBS - news - people), which shot 32 percent higher. Rambus Inc. (nasdaq: RMBS - news - people) shot up 38 percent, making it the biggest percentage gainer on the Nasdaq.
0	We are expending all available resources toward the investigation, said Assistant U.S. Attorney Todd Greenberg, a counterterrorism prosecutor in Seattle. We are aware of the situation, said Assistant US Attorney Todd Greenberg, a counter-terrorism prosecutor in Seattle.
0	"The impact of these shortages, U.S. Energy Secretary Spencer Abraham warned yesterday, ""will touch virtually every American."" The U.S. administration cranked up concerns of impending natural gas shortages yesterday, a supply crunch that officials said ""will touch virtually every American."""
1	The U.S. State Department travel warning said the threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya and includes Nairobi. The threat to aircraft by terrorists using shoulder-fired missiles continues in Kenya, including Nairobi, it said.
1	Lawyers and others familiar with the federal investigation say it remains focused on Campbell, though prosecutors declined to discuss the probe. While federal prosecutors refuse to discuss the investigation, lawyers and others familiar with it say it remains focused on Campbell.
1	Wal-Mart, the nation's largest private employer, has expanded its anti-discrimination policy to protect gay and lesbian employees, company officials said Tuesday. Wal-Mart Stores Inc., the nation's largest private employer, will now include gays and lesbians in its anti-discrimination policy, company officials said Wednesday.
0	She was 26 then, and a friend tipped her to another position and told her whom to call. Westermayer was 26 then, and a friend and former manager who knew she was unhappy in her job tipped her to another position.
0	"If successful, the ""Muses-C"" will be the first probe to make a two-way trip to an asteroid. If successful, it will be the first to bring back a rock sample from an asteroid, Kawaguchi said."
1	"The first of those discussions is expected to get under way in the next three to five months. We hope to have the first of these discussions within the next three to five months."""
1	The support will come as a free software upgrade called WebVPN for current customers that have support contracts. The upgrade will be available as a free download for current customers with SmarNet support in January 2004.
1	A bill that would have fully legalized marijuana for medical purposes in Connecticut was narrowly defeated in the House of Representatives on Wednesday. A move to legalize marijuana for medical use was defeated yesterday in the state House of Representatives, 79-64.
1	Terri Schiavo, 39, suffered severe brain damage following a heart attack 13 years ago. She suffered severe brain damage following a heart attack in 1990.
0	I never punished a victim,'' said Brigadier General Taco Gilbert, the school's former number two officer. I never blamed a victim, I never punished a victim,'' said Brig. Gen. Taco Gilbert, the school's former No. 2 officer.
1	"If they want to replace 11i with PeopleSoft, now that would make sense. To replace Oracle 11.9 with PeopleSoft--that would be a move that makes sense."""
0	Dixon was otherwise the class of the field at Pikes Peak International Raceway. Scott Dixon eventually made winning the Honda Indy 225 look easy Sunday at Pikes Peak International Raceway.
1	Simon shares Tuesday closed up 42 cents, or about 1 percent, at $39.45 on the New York Stock Exchange. Simon Property's shares rose 42 cents to $39.45 at the close of New York Stock Exchange trading Tuesday.
0	While waiting for a bomb squad to arrive, the bomb exploded, killing Wells. The bomb exploded while authorities waited for a bomb squad to arrive.
1	Anhalt said children typically treat a 20-ounce soda bottle as one serving, while it actually contains 2 1/2 servings. For example, Anhalt said, children typically treat a 20-ounce soda bottle as one serving, although it actually contains 2 ½ 8-ounce servings.
1	Sabri Yakou, an Iraqi native who is a legal U.S. resident, appeared before a federal magistrate yesterday on charges of violating U.S. arms-control laws. The elder Yakou, an Iraqi native who is a legal U.S. resident, appeared before a federal magistrate Wednesday on charges of violating U.S. arms control laws.
1	That fire devastated timber on the reservation, charred 469,000 acres and destroyed 491 homes in surrounding communities. That fire devastated the reservation, a nearby national forest and several communities, burning 469,000 acres and destroying 491 homes.
1	Sliding down the ice, Moriarty and Carella hit the spongy, rocky floor of the river and immediately felt the pull. Sliding down the embankment, the two rescuers hit the spongy, rocky floor of the river and immediately felt the pull.
1	Waksal has pleaded guilty to securities fraud and is to be sentenced next week. Waksal pleaded guilty to insider trading charges last year, and he is scheduled to be sentenced June 10.
1	But skeptics are concerned about the ease with which vendors can use these hardware-based security features to set digital rights management policies. But skeptics are concerned about the ease at which these hardware-based security features could be used to set digital rights management policies by vendors.
1	Strayhorn said it was the first time in Texas history a comptroller had not certified the appropriations act. In a news release Thursday, Strayhorn said this was the first time a comptroller rejected a budget.
1	"The company added, ""until more facts are presented, Lindows.com will not take a position as to the validity of the claims presented by either side."" Until more facts are presented, Lindows.com will not take a position as to the validity of the claims presented by either side, Lindows said in a statement."
1	U.S. Wireless restated its financial results when fraud was uncovered, increasing its fiscal year 2000 loss to $17 million from $11 million. After the fraud was discovered, San Ramon-based U.S. Wireless restated its financial results, increasing its fiscal year 2000 loss from $11.4 million to $17.7 million.
1	"I expect Japan to keep conducting intervention, but the volume is likely to fall sharply, said Junya Tanase, forex strategist at JP Morgan Chase. Junya Tanase, forex strategist at JP Morgan Chase, said ""I expect Japan to keep conducting intervention, but the volume is likely to fall sharply."""
0	The valid signatures of 897,158 registered California voters must be collected and turned in to county election officials by Sept. 2. To force a recall election of Davis, the valid signatures of 897,158 registered California voters must be turned in to election officials.
0	"But Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said: ''Mention the word prohibition and everyone knows what happened there. Forest, the Freedom Organisation for the Right to Enjoy Smoking Tobacco, said it had greeted The Lancet's call with ""amusement and disbelief'""."
1	Dotson was arrested July 21 after calling 911, saying he needed help because he was hearing voices, authorities said. Authorities picked up Dotson on July 21 after he called 911, saying he needed help because he was hearing voices, authorities said.
1	After his retirement, Foley served as assistant secretary of energy for defense programs under President Ronald Reagan. After retiring, he was appointed assistant secretary of energy for defense programs by then-President Ronald Reagan in 1985.
1	"Still, the ""somewhat ambiguous ruling"" might be a setback for Static Control depending on how it developed its competing product, Merrill Lynch analyst Steven Milunovich said. But Merrill Lynch analyst Steven Milunovich said the ""somewhat ambiguous ruling"" by regulators might be a setback for Static Control depending on how it developed its competing product."
1	According to Tuesday's report, consumers' assessment of current conditions was less favourable than a month earlier. Consumers' assessment of current conditions was less favorable than last month.
1	Barbini said the union may reach a compromise with the United States but it wants a system for labeling such foods, something the industry successfully fought here. Barbini said the EU may reach a compromise but it wants a system for labeling such foods, something the industry has resisted.
1	It seems clear the climate is changing, he said, asked to explain the flooding that keeps ravaging the southeast. It seems clear the climate is changing, he said when asked to explain flooding that has ravaged this part of southeast France two years in succession.
0	Hilsenrath was also indicted on 33 counts of wire fraud, which each carry a maximum penalty of five years in prison, a $250,000 fine and restitution. Each of those counts carries a maximum penalty of five years in prison and a $250,000 fine plus restitution.
0	Revenue rose 3.9 percent, to $1.63 billion from $1.57 billion. The McLean, Virginia-based company said newspaper revenue increased 5 percent to $1.46 billion.
1	In September, Hewlett-Packard signed a development and marketing deal with the company. Four months later it signed a joint marketing agreement with Hewlett-Packard Co.
1	Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call. Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation.
1	AFTRA members approved the merger by a vote of 75.88% to 24.12%. AFTRA, on the other hand, approved the merger by a whopping 75 percent.
1	Two of them are on an initial list of six detainees who could be tried by the military tribunal. Begg and Abbasi feature on an initial list of six detainees who could be tried by the military tribunal.
1	The dead cavalry have been honored for more than a century with a hilltop granite obelisk and white headstones. The dead cavalrymen are honored with a hilltop granite obelisk and white headstones.
1	Under the new pricing scheme, Universal would lower its wholesale price on a CD to $9.09 from $12.02. The company said it would cut the wholesale price of most top-line CDs to $9.09 from $12.02.
1	They boy's father, Terrance Cottrell Sr., 33, said yesterday he wants everyone involved in his son's death to be held responsible. Terrance's father, Terrance Cottrell Sr., told the Milwaukee Journal Sentinel on Monday that he wants everyone involved in his son's death to be held responsible.
1	The two companies said PowderJect's strong U.S. position would complement Chiron's European presence. PowderJect's strong U.S. position will complement Chiron's European presence, analysts said.
1	Higher courts have ruled that the tablets broke the constitutional separation of church and state. The federal courts have ruled that the monument violates the constitutional ban against state-established religion.
0	The interest rate sensitive two year Schatz yield was down 5.8 basis points at 1.99 percent. The Swedish central bank cut interest rates by 50 basis points to 3.0 percent.
1	"It represents an important opportunity to put a halt to a national effort aimed at removing any religious phrase or reference from our culture."" This case represents an important opportunity to put a halt to a national effort aimed at removing any religious phrase or reference from our culture, Sekulow said."
0	The new sensor -- dubbed CANARY for ''cellular analysis and notification of antigen risks and yields'' -- hijacks this natural process with two important changes. The team has named the sensor Canary, for cellular analysis and notification of antigen risks and yields.
1	"Started on Christmas Day in 1931, the Met's matinee broadcasts have introduced opera to millions of people around the world. Started on Christmas Day in 1931 with Humperdinck's ""Hansel and Gretel,"" the Met matinee broadcasts have introduced opera to millions of people around the world."
1	Guidant said it will continue to ship the product and provide support to doctors and patients through October 2003. Guidant officials said Monday that Menlo Park, Calif.-based Endovascular would continue to ship the device and provide support to patients until October.
0	The boy also sprayed the room full of retardant from fire extinguishers, which made it hard to see, the chief said. The boy fired once into a wall and sprayed the room with fire extinguishers, making it hard to see, the chief said.
1	Security experts are warning that a new mass-mailing worm is spreading widely across the Internet, sometimes posing as e-mail from the Microsoft founder. A new worm has been spreading rapidly across the Internet, sometimes pretending to be an e-mail from Microsoft Chairman Bill Gates, antivirus vendors said Monday.
0	"But JT was careful to clarify that it was ""not certain about the outcome of the discussion at this moment"". However, we are not certain about the outcome of the discussion at this moment."
0	The U.S. Capitol was evacuated yesterday after authorities detected a possibly hazardous material in the basement of the Senate wing, Capitol Police said. U.S. Capitol Police evacuated the Capitol yesterday after a sensor detected a possible biohazard in the Senate wing, but authorities later said it was a false alarm.
1	Campaign officials said the moves may have been a source of some friction with Fowler. Aides to the general said Mr. Segal's arrival could have been the source of friction with Mr. Fowler.
1	Troubled Devil Rays prospect Josh Hamilton's promising future is in doubt after an announcement Monday he will miss the season because of unspecified personal problems. Troubled Devil Rays prospect Josh Hamilton's promising future is in doubt after the Devil Rays announced Monday night that he will miss the season because of unspecified personal problems.
1	He arrives later this week on the first state visit by a US President. Mr Bush arrives on Tuesday on the first state visit by an American President.
0	July 1st is the sixth anniversary of Hong Kong's return to Chinese rule. The rally overshadowed ceremonies marking the sixth anniversary of Hong Kong's return to China on 1 July 1997.
0	The commission dropped charges that Patton improperly appointed Conner to the Kentucky Lottery Board and that he improperly appointed Conner's then-husband, Seth, to the Agriculture Development Board. Patton also appointed Conner to the Kentucky Lottery Board and appointed Seth Conner to the Agriculture Development Board, the commission says.
1	The 2 1/2 -ton probe will plunge into the thick Jovian atmosphere today at 3:49 p.m. Eastern time, disintegrating moments later from the friction generated by its 108,000-mph free-fall. The 2 1/2-ton probe will plunge into the thick Jovian atmosphere today at 1:49 p.m. MDT, disintegrating moments later from the friction generated by its 108,000 mph free-fall.
1	Sen. Michael Crapo, R-Idaho, chairman of the subcommittee that will consider the nomination, is a longtime friend. And Sen. Michael Crapo, R-Idaho, chairman of the subcommittee that first will take up the nomination, is a longtime friend of Kempthorne's.
1	If Senator Clinton does decide to run in 2008, she cannot announce her candidacy before 2006, which is when she faces re-election for the Senate. If Mrs Clinton does decide to contest the 2008 election, she cannot announce her candidacy before 2006, which is when she faces re-election for the Senate.
1	"People who have opposed these actions throughout are now trying to find fresh reasons to say this wasn't the right thing to do."" What is happening here is that people who have opposed this action throughout are trying to find fresh reasons why it was not the right thing to do."
0	Intel sells the current top Pentium for US$637 in quantities of 1,000. Intel's current Pentium 4 chips have 512K bytes of cache.
1	Six Democrats are vying to succeed Jacques and have qualified for the Feb. 3 primary ballot. Six Democrats and two Republicans are running for her seat and have qualified for the Feb. 3 primary ballot.
0	The volatile mix could drag the session beyond the four days allotted by Bush, said Senate President Jim King. The Senate might support capping noneconomic damages beyond the $250,000 Gov. Jeb Bush proposes, said Senate President Jim King.
0	Reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless, huddled in blankets to protect them from the cold. Reuters witnesses said public squares were packed with crying children and people left homeless, huddled in blankets to protect them from the cold.
1	"Good cause has been clearly shown that such change of venue is necessary to ensure a fair and impartial trial, Prince William County Circuit Judge LeRoy Millette Jr. wrote. Circuit Judge LeRoy Millette said it ""has been clearly shown that such a change of venue is necessary to ensure a fair and impartial trial."""
0	John Hickenlooper had 65 percent of the vote to 35 percent for City Auditor Don Mares. Hickenlooper clobbered city Auditor Don Mares, 46, in the Tuesday runoff.
1	EnCana also reaffirmed its forecast of 10 per cent internal sales growth in 2003 and 2004. Looking ahead the company confirmed its forecast of 10 per cent internal sales growth in 2003 and 2004.
0	"New Line Cinema's prequel comedy, ""Dumb and Dumberer: When Harry Met Lloyd"" opened with $11.1 million. The idiot-buddy prequel Dumb And Dumberer: When Harry Met Lloyd debuted at No. 6, with $11.1 million."
1	It still remains to be seen whether the revenue recovery will be short or long lived, he said. It remains to be seen whether the revenue recovery will be short- or long-lived, said James Sprayregen, UAL bankruptcy attorney, in court.
0	That compared with a year-earlier profit of $102 million, or 13 cents a share. That was more than double the $102 million, or 13 cents a share, for the year-earlier quarter.
1	"Chavez said investigators feel confident they've got ""at least one of the fires resolved in that regard."" Albuquerque Mayor Martin Chavez said investigators felt confident that with the arrests they had ""at least one of the fires resolved."""
0	We've got quality players, said Pirates manager Lloyd McClendon. There was some counterpunching out there, Manager Lloyd McClendon said.
1	We believe that it is not necessary to have a divisive confirmation fight over a Supreme Court appointment, Daschle wrote. We believe that it is not necessary to have a divisive confirmation fight, Daschle of South Dakota wrote the Republican president.
1	Agriculture Secretary Luis Lorenzo told Reuters there was no damage to the vital rice crop as harvesting had just finished. Agriculture Secretary Luis Lorenzo said there was no damage to the vital rice crop as the harvest had ended.
1	Since it expanded its shipments to the United States, Hulett has captured a significant share of the U.S. market. Since Hulett dramatically expanded its shipments to the US in 2000, it has captured a significant share of the US market.
0	China's Health Ministry said five more people had died of Sars and a further 159 were infected. On Monday, China said nine more people had died from SARS and that 160 more were infected with the virus.
0	"The figures are becoming catastrophic, said Dr. Patrick Pelloux, the president of the association of emergency room physicians. This is unacceptable,"" said Patrick Pelloux, the president of France's Association of Emergency Doctors."
1	This is a good day for Americas farmers, said Sen. Charles Grassley, an Iowa Republican, in reaction to the administration announcement. This is a good day for America's farmers, said Sen. Charles Grassley, R-Iowa, in reaction to the administration announcement.
0	But the cancer society said its study had been misused. The American Cancer Society and several scientists said the study was flawed in several ways.
0	Russin did not comment; his lawyer did not attend the hearing and did not return phone messages. His lawyer, a cousin, Basil Russin, did not attend the hearing and did not return phone messages.
1	"He's made it plain that if we think we are facing a suicide bomber, we should shoot first and ask questions later, one senior officer said. One senior officer said: ""He's made it plain that if we think we are facing a suicide bomber, we should shoot first and ask questions later."""
1	Tight media controls and the remote location of the northern village where the fighting broke out made it impossible to confirm what happened. Tight media controls and the remote location of the clash made it impossible to confirm what happened.
1	Several shots rang out in the darkness, but only one gator had been killed by 11 p.m. Several shots rang out Wednesday night, but no gators were killed then.
1	Sales of $21.6 billion, up 10 percent from $19.7 billion a year ago, were ahead of Wall Street's estimate of $21.4 billion. Microsoft posted sales of $8.1 billion, up from $7.3 billion a year ago and ahead of analysts' estimates of $7.9 billion.
1	Dr. Sutherland, 65, was a co-founder of Evans & Sutherland, an early maker of high-performance computers. Sutherland is the 65-year-old computing pioneer who co-founded Evans & Sutherland, which made high-performance graphics computers.
0	Kodak said the PracticeWorks deal is expected to add about $215 million to its revenue in the first full year after the acquisition. The PracticeWorks acquisition is expected to add about $215 million to Kodak's revenue in the first full year, be slightly dilutive through 2005, and accretive thereafter.
0	He also said the academy will get its own internal report next week detailing the seriousness of the remaining problem. The academy will get its own internal report next week and it will be made public, Rosa said.
1	The bill says that a woman who undergoes such an abortion couldn't be prosecuted. A woman who underwent such an abortion could not be prosecuted under the bill.
0	International rescue workers are scouring flattened debris for survivors in Iran's shattered ancient Silk Road city of Bam after a violent earthquake killed more than 20,000 people. International rescue workers hacked desperately through flattened debris for survivors and cemeteries overflowed in Iran's ancient Silk Road city of Bam yesterday.
1	Unless their parents submit written objections, students, regardless of citizenship status, would be required to participate in the pledges and the minute of silence. Unless their parents submitted a written objection, students, regardless of citizenship status, would be required to participate in the pledges and moment of silence.
0	Shares of Allergan fell 14 cents to close at $78.12 on the New York Stock Exchange (news - web sites). Shares of Allergan were up 14 cents at $78.40 in late trading on the New York Stock Exchange.
1	"Scott McClellan, a White House spokesman, called the decision ""troubling and flawed."" White House spokesman Scott McClellan called the Padilla ruling ""troubling and flawed."
1	Team President Ken Sawyer told the Pittsburgh Post Gazette Sunday that Lemieux has not spoken to him about selling his interest in the Penguins or about playing for another team. Team President Ken Sawyer said yesterday that Lemieux has not spoken to him about selling his interest in the Penguins or about playing for another team.
0	Muhammad's trial began Oct. 14 in nearby Virginia Beach. His trial was moved to Virginia Beach.
1	Until this site was reported, the earliest site in Bering land-bridge area was dated at about 11,000 years ago, Grayson said. Until this site was reported, the earliest site in the Bering land bridge area was dated at about 11,000 years ago.
0	The Nasdaq composite index added 30.46 points, or 2 percent, to 1,520.15. The Nasdaq had a weekly gain of 17.27, or 1.2 percent, closing at 1,520.15 after gaining 30.46 yesterday.
1	Stanford (51-17) and Rice (57-12) will play for the national championship tonight. Rice (57-12) and Stanford (51-17) will meet in a winner-take-all matchup at 6:05 p.m. Monday.
1	Grassley and Baucus rejected any disparity in drug benefits. Grassley and Baucus said they had rejected that approach in their plan.
1	An outspoken opponent of terrorism, Said's key political allies were Palestinian intellectuals and civic leaders outside the Arafat-dominated PLO and Palestinian Authority. An outspoken opponent of terrorism, Professor Said's principal political allies were among the Palestinian intellectuals and civic leaders who have stood aside from the Arafat-dominated PLO and Palestinian Authority.
1	"In fact, I was physically sick several times at this stage, because he looked so desperate, she said. Speaking about the day before he was found dead, she said: ""I was physically sick several times at this stage because he looked so desperate."
